path,specialist_pass,review_treatment,review_result,role,material_symbols_or_sections,callers_or_registration,downstream_consumers,config_or_reachability,failure_or_fallback,supporting_files_examined,open_questions,notes
home-mixer/side_effects/ads_injection_logging_side_effect.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,side_effect: Logs ad-injection events.,AdsInjectionLoggingSideEffect,Constructed in: ForYouCandidatePipeline (ForYouCandidatePipeline::build); FollowingCandidatePipeline (FollowingCandidatePipeline::build); RankedFollowingCandidatePipeline (RankedFollowingCandidatePipeline::build),S02;S18,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,fire-and-forget via tokio::spawn; results discarded (let _ = join_all(...)); cannot affect response,"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); FollowingCandidatePipeline::build, ForYouCandidatePipeline::build, RankedFollowingCandidatePipeline::build",,"Orchestration-level review (role, registration, gating, generic framework failure semantics confirmed); internal business-logic details deferred to the owning domain specialist noted in downstream_consumers."
home-mixer/side_effects/served_ad_history_cache_side_effect.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,side_effect: Writes served-ad history to cache.,ServedAdHistoryCacheSideEffect,Constructed in: ForYouCandidatePipeline (ForYouCandidatePipeline::build); FollowingCandidatePipeline (FollowingCandidatePipeline::build); RankedFollowingCandidatePipeline (RankedFollowingCandidatePipeline::build),S02;S18,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,fire-and-forget via tokio::spawn; results discarded (let _ = join_all(...)); cannot affect response,"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); FollowingCandidatePipeline::build, ForYouCandidatePipeline::build, RankedFollowingCandidatePipeline::build",,"Orchestration-level review (role, registration, gating, generic framework failure semantics confirmed); internal business-logic details deferred to the owning domain specialist noted in downstream_consumers."
home-mixer/side_effects/publish_seen_ids_to_kafka_side_effect.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,side_effect: Publishes seen-post IDs to Kafka.,PublishSeenIdsToKafkaSideEffect,Constructed in: ForYouCandidatePipeline (ForYouCandidatePipeline::build); FollowingCandidatePipeline (FollowingCandidatePipeline::build); RankedFollowingCandidatePipeline (RankedFollowingCandidatePipeline::build),S02;S18,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,fire-and-forget via tokio::spawn; results discarded (let _ = join_all(...)); cannot affect response,"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); FollowingCandidatePipeline::build, ForYouCandidatePipeline::build, RankedFollowingCandidatePipeline::build",,"Orchestration-level review (role, registration, gating, generic framework failure semantics confirmed); internal business-logic details deferred to the owning domain specialist noted in downstream_consumers."
home-mixer/side_effects/served_candidates_kafka_side_effect.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,side_effect: Publishes served-candidate data to Kafka.,ServedCandidatesKafkaSideEffect,Constructed in: ForYouCandidatePipeline (ForYouCandidatePipeline::build); FollowingCandidatePipeline (FollowingCandidatePipeline::build); RankedFollowingCandidatePipeline (RankedFollowingCandidatePipeline::build),S02;S18,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,fire-and-forget via tokio::spawn; results discarded (let _ = join_all(...)); cannot affect response,"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); FollowingCandidatePipeline::build, ForYouCandidatePipeline::build, RankedFollowingCandidatePipeline::build",,"Orchestration-level review (role, registration, gating, generic framework failure semantics confirmed); internal business-logic details deferred to the owning domain specialist noted in downstream_consumers."
home-mixer/side_effects/client_events_kafka_side_effect.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,side_effect: Publishes client event data to Kafka.,ClientEventsKafkaSideEffect,Constructed in: ForYouCandidatePipeline (ForYouCandidatePipeline::build); FollowingCandidatePipeline (FollowingCandidatePipeline::build); RankedFollowingCandidatePipeline (RankedFollowingCandidatePipeline::build),S02;S18,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,fire-and-forget via tokio::spawn; results discarded (let _ = join_all(...)); cannot affect response,"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); FollowingCandidatePipeline::build, ForYouCandidatePipeline::build, RankedFollowingCandidatePipeline::build",,"Orchestration-level review (role, registration, gating, generic framework failure semantics confirmed); internal business-logic details deferred to the owning domain specialist noted in downstream_consumers."
home-mixer/side_effects/response_stats_side_effect.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,side_effect: Emits response-level statistics.,ResponseStatsSideEffect,Constructed in: ForYouCandidatePipeline (ForYouCandidatePipeline::build); FollowingCandidatePipeline (FollowingCandidatePipeline::build); RankedFollowingCandidatePipeline (RankedFollowingCandidatePipeline::build),S02;S18,enable()=unconditional; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,fire-and-forget via tokio::spawn; results discarded (let _ = join_all(...)); cannot affect response,"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); FollowingCandidatePipeline::build, ForYouCandidatePipeline::build, RankedFollowingCandidatePipeline::build",,"Orchestration-level review (role, registration, gating, generic framework failure semantics confirmed); internal business-logic details deferred to the owning domain specialist noted in downstream_consumers."
home-mixer/side_effects/update_past_request_timestamps_side_effect.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,side_effect: Updates the past-request-timestamps store.,UpdatePastRequestTimestampsSideEffect,Constructed in: ForYouCandidatePipeline (ForYouCandidatePipeline::build); FollowingCandidatePipeline (FollowingCandidatePipeline::build); RankedFollowingCandidatePipeline (RankedFollowingCandidatePipeline::build),S02;S18,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,fire-and-forget via tokio::spawn; results discarded (let _ = join_all(...)); cannot affect response,"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); FollowingCandidatePipeline::build, ForYouCandidatePipeline::build, RankedFollowingCandidatePipeline::build",,"Orchestration-level review (role, registration, gating, generic framework failure semantics confirmed); internal business-logic details deferred to the owning domain specialist noted in downstream_consumers."
home-mixer/side_effects/update_served_history_side_effect.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,side_effect: Updates served-post history.,UpdateServedHistorySideEffect,Constructed in: ForYouCandidatePipeline (ForYouCandidatePipeline::build); FollowingCandidatePipeline (FollowingCandidatePipeline::build); RankedFollowingCandidatePipeline (RankedFollowingCandidatePipeline::build),S02;S18,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,fire-and-forget via tokio::spawn; results discarded (let _ = join_all(...)); cannot affect response,"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); FollowingCandidatePipeline::build, ForYouCandidatePipeline::build, RankedFollowingCandidatePipeline::build",,"Orchestration-level review (role, registration, gating, generic framework failure semantics confirmed); internal business-logic details deferred to the owning domain specialist noted in downstream_consumers."
home-mixer/side_effects/truncate_served_history_side_effect.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,side_effect: Truncates/prunes served-post history.,TruncateServedHistorySideEffect,Constructed in: ForYouCandidatePipeline (ForYouCandidatePipeline::build); FollowingCandidatePipeline (FollowingCandidatePipeline::build); RankedFollowingCandidatePipeline (RankedFollowingCandidatePipeline::build),S02;S18,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,fire-and-forget via tokio::spawn; results discarded (let _ = join_all(...)); cannot affect response,"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); FollowingCandidatePipeline::build, ForYouCandidatePipeline::build, RankedFollowingCandidatePipeline::build",,"Orchestration-level review (role, registration, gating, generic framework failure semantics confirmed); internal business-logic details deferred to the owning domain specialist noted in downstream_consumers."
home-mixer/params/config.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,result_size: Final truncation size = RESULT_SIZE(35) + FEED_MODULE_SLOTS(4) + MAX_JETFUEL_FRAMES_PER_RESPONSE(8) = 47.,FOR_YOU_MAX_RESULT_SIZE,Constructed in: ForYouCandidatePipeline (home-mixer/params/config.rs); FollowingCandidatePipeline (home-mixer/params/config.rs); RankedFollowingCandidatePipeline (home-mixer/params/config.rs); ReverseChronPostsPipeline (home-mixer/params/config.rs),S17,N/A,N/A,"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); ",,"Orchestration-level review (role, registration, gating, generic framework failure semantics confirmed); internal business-logic details deferred to the owning domain specialist noted in downstream_consumers."
home-mixer/filters/invalid_conversation_module_filter.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,filter: Removes conversation-module items deemed invalid for the Following surface.,InvalidConversationModuleFilter,Constructed in: FollowingCandidatePipeline (FollowingCandidatePipeline::build),S02,enable()=unconditional; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,"no fallibility at trait level; Filter::filter is a total partition (kept/removed), no Result","candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); FollowingCandidatePipeline::build",,Resolves one of S00's six unplaced filters (S01-F007).
home-mixer/selectors/following_blender_selector.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,selector: Interleaves reverse-chron posts with ads/WTF/prompts for the plain Following surface (distinct from BlenderSelector).,FollowingBlenderSelector,Constructed in: FollowingCandidatePipeline (FollowingCandidatePipeline::build),S02,enable()=unconditional (default enable); checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,"if disabled, all candidates pass through unblended","candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); FollowingCandidatePipeline::build",,"Orchestration-level review (role, registration, gating, generic framework failure semantics confirmed); internal business-logic details deferred to the owning domain specialist noted in downstream_consumers."
home-mixer/sources/following_night_owl_source.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,source: Fetches followed-account posts in reverse-chronological order via NightOwlClient (this pipeline's sole source).,FollowingNightOwlSource,Constructed in: ReverseChronPostsPipeline (ReverseChronPostsPipeline::build),S03,enable()=unconditional; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,Err contributes zero candidates from this source; other sources unaffected (candidate-pipeline/candidate_pipeline.rs fetch_candidates flatten),"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); ReverseChronPostsPipeline::build",,This pipeline has zero query_hydrators (query_hydrators()->&[]); it consumes fields hydrated by its caller (FollowingCandidatePipeline).
home-mixer/candidate_hydrators/conversation_gap_ancestor_hydrator.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,hydrator: Hydrates missing thread-ancestor context for conversation display.,ConversationGapAncestorHydrator,Constructed in: ReverseChronPostsPipeline (ReverseChronPostsPipeline::build),S03,enable()=unconditional; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,per-candidate Err silently skipped (candidate keeps prior field values); does not drop candidate or fail request (candidate-pipeline/hydrator.rs update_all default),"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); ReverseChronPostsPipeline::build",,"Orchestration-level review (role, registration, gating, generic framework failure semantics confirmed); internal business-logic details deferred to the owning domain specialist noted in downstream_consumers."
home-mixer/filters/following_retweet_deduplication_filter.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,filter: Dedupes repeated reposts for the Following/reverse-chron surface.,FollowingRetweetDeduplicationFilter,Constructed in: ReverseChronPostsPipeline (ReverseChronPostsPipeline::build),S02;S03,enable()=unconditional; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,"no fallibility at trait level; Filter::filter is a total partition (kept/removed), no Result","candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); ReverseChronPostsPipeline::build",,Resolves one of S00's six unplaced filters (S01-F007).
home-mixer/filters/self_reply_chain_filter.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,filter: Removes/collapses self-reply chains.,SelfReplyChainFilter,Constructed in: ReverseChronPostsPipeline (ReverseChronPostsPipeline::build),S02;S03,enable()=unconditional; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,"no fallibility at trait level; Filter::filter is a total partition (kept/removed), no Result","candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); ReverseChronPostsPipeline::build",,Resolves one of S00's six unplaced filters (S01-F007).
home-mixer/selectors/passthrough_selector.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,selector: No scoring/reranking; candidates pass through in retrieval order (this pipeline has zero scorers).,PassthroughSelector,Constructed in: ReverseChronPostsPipeline (ReverseChronPostsPipeline::build); PhoenixScoresPipeline (PhoenixScoresPipeline::build_with_clients),S03,enable()=unconditional (default enable); checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,"if disabled, all candidates pass through anyway (same as enabled, given passthrough semantics)","candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixScoresPipeline::build_with_clients, ReverseChronPostsPipeline::build",,"Confirms this pipeline is genuinely unranked/reverse-chronological, not Phoenix-scored."
home-mixer/sources/seed_candidates_source.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,source: Builds candidates directly from query.seed_candidate_post_ids (caller-supplied explicit tweet IDs via PhoenixScoresService's RPC) rather than retrieving from Thunder/Phoenix/SimClusters.,SeedCandidatesSource,Constructed in: PhoenixScoresPipeline (PhoenixScoresPipeline::build_with_clients),S05,enable()=gated; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,Err contributes zero candidates from this source; other sources unaffected (candidate-pipeline/candidate_pipeline.rs fetch_candidates flatten),"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixScoresPipeline::build_with_clients",,"Confirms PhoenixScoresPipeline is a bulk/raw scoring API for caller-specified candidates, not a feed-retrieval pipeline (S01-F009)."
home-mixer/scorers/phoenix_scores_ranking_scorer.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,scorer: A distinct ranking scorer from PhoenixCandidatePipeline's RankingScorer -- computes a score for the raw-scores API rather than the full weighted-sum feed-ranking formula.,PhoenixScoresRankingScorer,Constructed in: PhoenixScoresPipeline (PhoenixScoresPipeline::build_with_clients),S05,enable()=unconditional; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,per-candidate Err silently skipped (candidate keeps prior score fields); does not drop candidate or fail request (candidate-pipeline/scorer.rs update_all default),"candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixScoresPipeline::build_with_clients",,PhoenixScoresRankingScorer's exact formula not deep-read in S01 (deferred to S05); distinct symbol from PhoenixCandidatePipeline's RankingScorer confirms this is a separate scoring formula for this API.
home-mixer/filters/result_size_filter.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,post_selection_filter: Truncates/enforces a result-size bound as a filter rather than via the selector.,ResultSizeFilter,Constructed in: PhoenixScoresPipeline (PhoenixScoresPipeline::build_with_clients),S05,enable()=unconditional; checked-in default per param.rs (S17 census); confirmed via direct grep of this file plus pipeline-construction-site cross-check,"no fallibility at trait level; Filter::filter is a total partition (kept/removed), no Result","candidate-pipeline/{hydrator,scorer,source,filter,query_hydrator,side_effect}.rs (trait defaults); PhoenixScoresPipeline::build_with_clients",,Resolves one of S00's six unplaced filters (S01-F007).
home-mixer/candidate_hydrators/mod.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,Declares 19 candidate_hydrators submodules. Read in full to confirm broadcast_liveness_hydrator is absent (S01-F002).,mod declarations,parent crate module tree (home-mixer/lib.rs),all files in the same directory,N/A,N/A,cross-checked against `ls` of the same directory to detect undeclared files,,Read specifically as part of the module-tree orphan sweep (S01-F002).
home-mixer/filters/mod.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,Declares 27 filters submodules. Read in full to confirm popular_topics_author_dedup_filter is absent (S01-F002).,mod declarations,parent crate module tree (home-mixer/lib.rs),all files in the same directory,N/A,N/A,cross-checked against `ls` of the same directory to detect undeclared files,,Read specifically as part of the module-tree orphan sweep (S01-F002).
home-mixer/query_hydrators/mod.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,"Declares 21 query_hydrators submodules (all present, including impressed_posts_query_hydrator -- the module IS declared; only its pipeline-Vec wiring is missing, S01-F001).",mod declarations,parent crate module tree (home-mixer/lib.rs),all files in the same directory,N/A,N/A,cross-checked against `ls` of the same directory to detect undeclared files,,Read specifically as part of the module-tree orphan sweep (S01-F002).
home-mixer/selectors/mod.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,"Declares and re-exports all 4 selectors (BlenderSelector, FollowingBlenderSelector, PassthroughSelector, TopKScoreSelector); all confirmed present.",mod declarations,parent crate module tree (home-mixer/lib.rs),all files in the same directory,N/A,N/A,cross-checked against `ls` of the same directory to detect undeclared files,,Read specifically as part of the module-tree orphan sweep (S01-F002).
home-mixer/side_effects/mod.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,"Declares 17 side_effects submodules; all confirmed present, none orphaned.",mod declarations,parent crate module tree (home-mixer/lib.rs),all files in the same directory,N/A,N/A,cross-checked against `ls` of the same directory to detect undeclared files,,Read specifically as part of the module-tree orphan sweep (S01-F002).
home-mixer/sources/mod.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,Declares 17 sources submodules. Read in full to confirm popular_topics_source is absent (S01-F002).,mod declarations,parent crate module tree (home-mixer/lib.rs),all files in the same directory,N/A,N/A,cross-checked against `ls` of the same directory to detect undeclared files,,Read specifically as part of the module-tree orphan sweep (S01-F002).
home-mixer/models/candidate.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,"The central per-post data structure threaded through every PhoenixCandidatePipeline/PhoenixScoresPipeline/ReverseChronPostsPipeline stage; holds author_follows_viewer, is_mutual_follow_author, broadcast_is_live (S01-F002), and CandidateHelpers::as_tweet_info (the Phoenix-request-construction method, S00-F007's evidence chain).",PostCandidate,home-mixer/models/mod.rs; consumed throughout home-mixer/,S05 (candidate/user feature semantics),N/A,N/A,"home-mixer/models/query.rs, home-mixer/models/candidate.rs (cross-read)",,Read fully in prior S00 continuity (author_info/as_tweet_info sections) plus field-level greps in S01 for broadcast_is_live/impressed_post_ids; not re-read top-to-bottom fresh in this S01 session line-by-line beyond the fields S01 specifically traced.
home-mixer/models/candidate_features.rs,S01,TRIAGED_STRUCTURAL,TRIAGED,Feature/derived-signal sub-structures attached to PostCandidate.,PostCandidate feature sub-structures,home-mixer/models/mod.rs; consumed throughout home-mixer/,S05 (candidate/user feature semantics),N/A,N/A,"home-mixer/models/query.rs, home-mixer/models/candidate.rs (cross-read)",Full internal structure not independently verified in S01; deferred to S05.,Not deep-read in S01; role inferred from filename and its inclusion in models/mod.rs; deep semantics belong to S05.
home-mixer/models/user_features.rs,S01,TRIAGED_STRUCTURAL,TRIAGED,"Viewer-side feature struct embedded in ScoredPostsQuery (muted_keywords, follower_count, followed_user_ids, etc. -- referenced directly when reading query.rs/server.rs).",UserFeatures,home-mixer/models/mod.rs; consumed throughout home-mixer/,S05 (candidate/user feature semantics),N/A,N/A,"home-mixer/models/query.rs, home-mixer/models/candidate.rs (cross-read)",Full internal structure not independently verified in S01; deferred to S05.,Referenced and partially inspected via its usage sites in server.rs/query.rs; not read top-to-bottom independently.
home-mixer/models/engagement_signals.rs,S01,TRIAGED_STRUCTURAL,TRIAGED,Backing type for query.explicit_engagement_signals/implicit_engagement_signals.,EngagementSignalsByType,home-mixer/models/mod.rs; consumed throughout home-mixer/,S05 (candidate/user feature semantics),N/A,N/A,"home-mixer/models/query.rs, home-mixer/models/candidate.rs (cross-read)",Full internal structure not independently verified in S01; deferred to S05.,Not deep-read; role inferred from query.rs field types and hydrator names (ExplicitEngagementSignalsQueryHydrator/ImplicitEngagementSignalsQueryHydrator).
home-mixer/models/brand_safety.rs,S01,TRIAGED_STRUCTURAL,TRIAGED,"Ad/candidate brand-safety verdict enum, referenced directly in scored_posts_server.rs's candidates_to_scored_posts.",BrandSafetyVerdict,home-mixer/models/mod.rs; consumed throughout home-mixer/,S05 (candidate/user feature semantics),N/A,N/A,"home-mixer/models/query.rs, home-mixer/models/candidate.rs (cross-read)",Full internal structure not independently verified in S01; deferred to S05.,Enum variants seen via usage site (BrandSafetyVerdict::MediumRisk default) in scored_posts_server.rs; not independently read.
home-mixer/models/in_network_reply.rs,S01,TRIAGED_STRUCTURAL,TRIAGED,Small serialization-support type for query.in_network_replies.,"InNetworkReplies, serialize_in_network_replies",home-mixer/models/mod.rs; consumed throughout home-mixer/,S05 (candidate/user feature semantics),N/A,N/A,"home-mixer/models/query.rs, home-mixer/models/candidate.rs (cross-read)",Full internal structure not independently verified in S01; deferred to S05.,"Not deep-read; 23-line file, role inferred from name and query.rs field usage."
home-mixer/models/mod.rs,S01,FULL_SOURCE_REVIEW,COMPONENT_REVIEWED,Declares the 7 models submodules.,(module),home-mixer/models/mod.rs; consumed throughout home-mixer/,S05 (candidate/user feature semantics),N/A,N/A,"home-mixer/models/query.rs, home-mixer/models/candidate.rs (cross-read)",,Read in full (7 lines).
home-mixer/clients/ad_index_client.rs,S01,TRIAGED_STRUCTURAL,TRIAGED,Client for ad-candidate retrieval; used by AdsSource across 3 pipelines.,AdIndexClient,Role/injection-site confirmed via the 6 pipeline construction files S01 deep-read (each client's Prod*/Mock* pair and injection point were observed there); this file's own internal request/retry/timeout logic was not independently opened in S01.,the hydrator/source/query_hydrator/side_effect that holds this client (see S01_pipeline_inventory.csv),Not independently verified beyond the calling component's own enable() gate,Not independently verified; calling component's framework-level failure semantics (S01-F004) govern how a client error surfaces,the pipeline construction file(s) that inject this client,"Internal implementation not read; if timeout/retry behavior differs materially from the framework's generic per-unit-failure model, that would refine S01-F004's failure-mode picture.","Orchestration-boundary review only: confirmed this client exists, is constructed with a Prod/Mock pair, and is injected at a specific site. Internal client implementation (RPC semantics, retries, timeouts) is out of S01's charter and not independently examined."
home-mixer/clients/engagement_counts_client.rs,S01,TRIAGED_STRUCTURAL,TRIAGED,Client backing EngagementCountsHydrator (fav/reply/retweet/quote/view/bookmark counts).,EngagementCountsClient,Role/injection-site confirmed via the 6 pipeline construction files S01 deep-read (each client's Prod*/Mock* pair and injection point were observed there); this file's own internal request/retry/timeout logic was not independently opened in S01.,the hydrator/source/query_hydrator/side_effect that holds this client (see S01_pipeline_inventory.csv),Not independently verified beyond the calling component's own enable() gate,Not independently verified; calling component's framework-level failure semantics (S01-F004) govern how a client error surfaces,the pipeline construction file(s) that inject this client,"Internal implementation not read; if timeout/retry behavior differs materially from the framework's generic per-unit-failure model, that would refine S01-F004's failure-mode picture.","Orchestration-boundary review only: confirmed this client exists, is constructed with a Prod/Mock pair, and is injected at a specific site. Internal client implementation (RPC semantics, retries, timeouts) is out of S01's charter and not independently examined."
home-mixer/clients/engagement_signals_client.rs,S01,TRIAGED_STRUCTURAL,TRIAGED,Client backing Explicit/ImplicitEngagementSignalsQueryHydrator.,EngagementSignalsClient,Role/injection-site confirmed via the 6 pipeline construction files S01 deep-read (each client's Prod*/Mock* pair and injection point were observed there); this file's own internal request/retry/timeout logic was not independently opened in S01.,the hydrator/source/query_hydrator/side_effect that holds this client (see S01_pipeline_inventory.csv),Not independently verified beyond the calling component's own enable() gate,Not independently verified; calling component's framework-level failure semantics (S01-F004) govern how a client error surfaces,the pipeline construction file(s) that inject this client,"Internal implementation not read; if timeout/retry behavior differs materially from the framework's generic per-unit-failure model, that would refine S01-F004's failure-mode picture.","Orchestration-boundary review only: confirmed this client exists, is constructed with a Prod/Mock pair, and is injected at a specific site. Internal client implementation (RPC semantics, retries, timeouts) is out of S01's charter and not independently examined."
home-mixer/clients/gizmoduck_client.rs,S01,TRIAGED_STRUCTURAL,TRIAGED,Client for account-state lookups; ViewerData.allow_for_you_recommendations is the field behind S01-F008's in_network_only override; also used by GizmoduckCandidateHydrator.,"GizmoduckClient, ViewerData",Role/injection-site confirmed via the 6 pipeline construction files S01 deep-read (each client's Prod*/Mock* pair and injection point were observed there); this file's own internal request/retry/timeout logic was not independently opened in S01.,the hydrator/source/query_hydrator/side_effect that holds this client (see S01_pipeline_inventory.csv),Not independently verified beyond the calling component's own enable() gate,Not independently verified; calling component's framework-level failure semantics (S01-F004) govern how a client error surfaces,the pipeline construction file(s) that inject this client,"Internal implementation not read; if timeout/retry behavior differs materially from the framework's generic per-unit-failure model, that would refine S01-F004's failure-mode picture.","Orchestration-boundary review only: confirmed this client exists, is constructed with a Prod/Mock pair, and is injected at a specific site. Internal client implementation (RPC semantics, retries, timeouts) is out of S01's charter and not independently examined."
home-mixer/clients/impressed_posts_client.rs,S01,TRIAGED_STRUCTURAL,TRIAGED,"Client backing the orphaned ImpressedPostsQueryHydrator (S01-F001); itself still constructed and passed into the pipeline, only the hydrator wrapping it is discarded.",ImpressedPostsClient,Role/injection-site confirmed via the 6 pipeline construction files S01 deep-read (each client's Prod*/Mock* pair and injection point were observed there); this file's own internal request/retry/timeout logic was not independently opened in S01.,the hydrator/source/query_hydrator/side_effect that holds this client (see S01_pipeline_inventory.csv),Not independently verified beyond the calling component's own enable() gate,Not independently verified; calling component's framework-level failure semantics (S01-F004) govern how a client error surfaces,the pipeline construction file(s) that inject this client,"Internal implementation not read; if timeout/retry behavior differs materially from the framework's generic per-unit-failure model, that would refine S01-F004's failure-mode picture.","Orchestration-boundary review only: confirmed this client exists, is constructed with a Prod/Mock pair, and is injected at a specific site. Internal client implementation (RPC semantics, retries, timeouts) is out of S01's charter and not independently examined."
home-mixer/clients/night_owl_client.rs,S01,TRIAGED_STRUCTURAL,TRIAGED,Client backing FollowingNightOwlSource (ReverseChronPostsPipeline's sole source).,NightOwlClient,Role/injection-site confirmed via the 6 pipeline construction files S01 deep-read (each client's Prod*/Mock* pair and injection point were observed there); this file's own internal request/retry/timeout logic was not independently opened in S01.,the hydrator/source/query_hydrator/side_effect that holds this client (see S01_pipeline_inventory.csv),Not independently verified beyond the calling component's own enable() gate,Not independently verified; calling component's framework-level failure semantics (S01-F004) govern how a client error surfaces,the pipeline construction file(s) that inject this client,"Internal implementation not read; if timeout/retry behavior differs materially from the framework's generic per-unit-failure model, that would refine S01-F004's failure-mode picture.","Orchestration-boundary review only: confirmed this client exists, is constructed with a Prod/Mock pair, and is injected at a specific site. Internal client implementation (RPC semantics, retries, timeouts) is out of S01's charter and not independently examined."
